Tag,Policy.Number,Age,Years.of.Driving.Experience,Number.of.Vehicles,Gender,Married,Vehicle.Age,Fuel.Type,Losses
537,108638,53,32,1,F,Married,4,D,556.9123571
538,167470,17,0,1,F,Single,4,D,1037.373455
539,120968,20,1,1,F,Single,12,P,302.3470413
540,111755,69,52,1,M,Single,15,P,117.101737
541,140290,17,0,1,M,Single,13,D,963.5760233
542,161043,63,42,1,M,Single,13,P,95.64112278
543,167862,29,11,1,F,Married,5,P,418.6738227
544,140188,62,43,1,F,Single,1,P,342.2447597
545,130384,61,42,1,F,Married,13,P,102.3352065
546,151474,66,46,1,F,Single,15,P,41.48382202
547,124623,54,35,1,F,Married,8,P,307.3220363
548,141182,48,27,1,F,Single,0,D,686.6217767
549,105601,67,50,1,M,Single,10,P,167.0764612
550,157387,66,47,1,M,Married,4,D,550.5213257
551,179271,23,5,1,M,Single,14,D,586.5806227
552,112660,26,6,1,F,Married,12,P,338.521163
553,184700,38,20,1,M,Married,0,D,648.4727226
554,124754,69,50,1,M,Married,14,P,95.24364537
555,170986,20,2,1,M,Single,13,P,493.8180385
556,157919,21,2,1,M,Single,7,D,1020.797227
557,127745,18,1,1,M,Married,9,P,470.7737738
558,126976,34,15,1,F,Single,6,P,402.5129906
559,100647,51,33,1,M,Single,10,P,422.0508228
560,155724,23,6,1,F,Married,14,P,126.7299892
561,177507,18,0,1,M,Married,4,D,1200
562,111633,60,39,1,M,Married,11,P,275.6651835
563,118001,46,26,1,F,Married,0,D,517.6533908
564,195879,64,47,1,F,Single,9,P,42.93175722
565,145321,21,2,1,M,Single,13,D,930.9972091
566,104756,22,3,1,M,Single,11,D,946.1029263
567,164893,44,25,1,F,Single,7,P,363.644134
568,159299,36,15,1,F,Single,6,P,420.0788009
569,199665,66,49,1,F,Single,9,P,78.76982783
570,126149,21,4,1,F,Single,12,P,420.898228
571,183797,64,46,1,M,Married,4,P,390.4062578
572,176667,44,26,1,M,Single,8,P,462.2550909
573,182567,47,30,1,M,Married,15,P,146.8817882
574,117930,18,0,1,M,Single,10,D,1032.461873
575,104251,40,22,1,F,Married,10,P,373.2009063
576,109501,22,4,1,M,Single,12,D,874.4650234
577,109203,24,7,1,M,Single,0,D,1200
578,183180,70,52,1,F,Single,7,P,140.2225367
579,107023,61,41,1,M,Married,9,P,159.4451332
580,109970,20,3,1,M,Single,14,D,730.6043258
581,189461,22,4,1,F,Single,15,P,470.262049
582,137839,65,48,1,M,Single,6,P,234.2227558
583,114693,38,17,1,F,Single,1,D,544.5163493
584,185003,60,41,1,F,Married,8,P,285.7046838
585,154333,31,10,1,F,Married,11,P,268.5320136
586,102206,47,28,1,M,Married,10,P,359.3406363
587,185807,62,44,1,M,Married,14,P,31.83119043
588,105960,38,17,1,F,Single,6,P,425.1927224
589,111655,23,4,1,F,Single,11,P,221.8433043
590,175701,34,16,1,F,Single,12,P,229.5774269
591,119447,65,44,1,M,Single,8,P,183.8554703
592,122194,61,42,1,M,Single,12,P,495.8440724
593,182956,62,43,1,F,Married,6,P,58.49819066
594,192958,51,30,1,F,Single,8,P,421.1261475
595,153518,34,15,1,F,Married,7,P,367.9259859
596,113255,41,23,1,M,Married,9,P,404.4662799
597,177434,63,45,1,M,Married,12,P,101.5269237
598,154086,70,52,1,F,Single,3,P,320.8710566
599,144431,53,33,1,M,Married,15,P,203.9808667
600,152351,25,6,1,F,Married,5,P,481.9361346
601,191927,16,0,1,M,Married,6,P,333.0519897
602,102450,21,2,1,F,Single,11,P,293.2690619
603,112495,68,50,1,M,Single,8,P,218.6882265
604,139939,27,9,1,F,Single,7,P,430.2106048
605,174931,19,0,1,M,Single,15,D,959.6700925
606,134971,57,36,1,F,Single,2,D,861.7717368
607,124922,23,5,1,F,Single,11,D,523.3410437
608,200235,50,32,1,F,Married,7,P,302.1415562
609,172030,60,42,1,F,Single,8,P,240.6219433
610,115139,69,52,1,M,Single,9,P,152.3553777
611,178501,26,8,1,M,Single,8,P,436.3278273
612,144911,41,22,1,F,Married,1,P,381.0411775
613,151406,66,47,1,M,Single,3,P,73.7182254
614,170150,53,33,1,M,Married,11,P,159.1531007
615,159319,29,8,1,F,Single,2,D,603.1089156
616,172679,25,6,1,F,Married,1,P,496.9800239
617,126506,58,41,1,F,Single,7,P,392.0911466
618,138394,20,2,1,F,Single,15,P,243.9793541
619,143776,18,0,1,F,Married,14,P,273.2499754
620,136845,61,44,1,M,Single,4,P,316.5254941
621,170646,41,21,1,F,Married,15,P,185.6857913
622,109520,68,48,1,F,Single,4,P,105.8026452
623,147625,68,47,1,M,Single,7,P,237.0065584
624,110207,63,42,1,F,Single,9,P,34.08131785
625,122307,56,37,1,M,Married,10,P,346.4563025
626,139500,22,3,1,M,Single,7,D,1200
627,165410,65,48,1,F,Married,14,P,147.7444072
628,184068,53,34,1,F,Married,4,P,477.1837723
629,151503,32,13,1,M,Married,13,P,307.2191317
630,150868,25,8,1,F,Single,12,D,602.1457063
631,130522,62,41,1,F,Single,5,P,463.944586
632,118753,58,41,1,F,Married,12,P,117.5921567
633,122762,62,45,1,F,Married,14,P,27.13439185
634,125364,20,1,1,M,Married,6,D,512.1821988
635,136921,70,52,1,F,Married,12,P,109.4343565
636,122543,20,3,1,M,Single,14,D,651.4197408
637,126224,58,39,1,M,Single,1,D,531.4576965
638,190604,68,48,1,F,Married,13,P,188.8429635
639,148198,23,6,1,M,Single,11,D,557.6682868
640,134164,22,4,1,M,Single,13,P,334.8882663
641,141639,66,45,1,F,Single,11,P,37.17363736
642,118470,27,10,1,F,Single,6,P,362.9964994
643,123081,49,30,1,F,Married,0,D,539.8117592
644,158991,16,0,1,M,Married,12,P,357.890352
645,129139,46,25,1,M,Single,13,P,331.0279696
646,133084,26,7,1,M,Married,8,P,335.2827816
647,192012,63,44,1,M,Single,0,P,262.1983443
648,190989,34,15,1,M,Single,1,D,735.1929055
649,153916,66,46,1,M,Married,1,P,405.6157569
650,118161,62,44,1,M,Single,9,P,351.5052862
651,121161,70,50,1,M,Single,10,P,296.9626966
652,179660,61,43,1,F,Single,6,P,125.3379165
653,134674,28,11,1,F,Married,7,P,374.7148925
654,136257,22,5,1,F,Single,11,D,534.4777431
655,149446,50,29,1,F,Single,10,P,357.7424259
656,191625,20,1,1,F,Single,13,P,235.5727989
657,122207,26,8,1,M,Single,6,P,481.3734693
658,176085,18,1,1,M,Single,1,D,1200
659,177928,70,52,1,M,Married,8,P,190.0997216
660,165231,23,6,1,M,Single,14,D,801.8957989
661,158351,43,24,1,M,Single,10,P,475.7226569
662,166862,25,7,1,F,Single,5,D,865.1700498
663,185682,68,49,1,F,Married,7,P,33.34637246
664,161523,18,0,1,F,Married,13,P,258.6207438
665,188537,20,2,1,F,Single,12,P,475.6435642
666,189721,53,34,1,F,Married,9,P,289.3514634
667,154254,48,29,1,F,Married,10,P,342.4184844
668,176180,43,25,1,F,Married,4,P,439.646889
669,147951,67,48,1,M,Single,6,P,329.7247293
670,179759,19,0,1,M,Single,13,D,844.9966518
671,185134,59,42,1,F,Single,1,P,474.1468687
672,182616,49,32,1,M,Single,7,P,397.0559669
673,157449,23,4,1,M,Married,9,D,771.4163793
674,177835,55,35,1,M,Married,8,P,346.214594
675,161573,68,47,1,M,Single,15,P,44.93262419
676,171124,49,30,1,M,Married,10,P,307.6032853
677,125647,63,43,1,M,Married,3,P,118.1535711
678,180220,51,34,1,M,Married,9,P,417.171405
679,122017,62,43,1,F,Single,12,P,25.39965998
680,173823,20,3,1,F,Single,9,D,715.9079639
681,106553,54,35,1,M,Single,1,D,679.0530079
682,125222,65,46,1,F,Single,15,P,232.7596434
683,187245,30,11,1,M,Single,10,P,482.5174629
684,177032,56,36,1,M,Married,12,P,192.6799087
685,170878,20,1,1,F,Married,12,P,179.1249378
686,129163,67,50,1,F,Married,3,P,406.5367908
687,107555,20,1,1,M,Married,15,P,395.1330661
688,152324,68,50,1,M,Single,7,P,398.8494738
689,111541,21,3,1,M,Married,13,P,170.8080013
690,168352,25,7,1,M,Single,12,D,1200
691,134503,19,1,1,F,Single,14,D,553.7473001
692,123127,62,43,1,F,Married,11,P,87.76790241
693,181186,17,0,1,F,Married,15,P,299.9273424
694,144808,54,37,1,M,Single,13,P,401.34274
695,136504,60,39,1,M,Married,2,P,65.4394601
696,195434,67,48,1,F,Single,11,P,16.53853704
697,131041,33,15,1,M,Single,2,D,707.7098739
698,184282,67,46,1,F,Single,10,P,340.8910535
699,189508,68,48,1,M,Married,2,P,276.9982494
700,127917,18,1,1,M,Single,13,D,526.7659998
701,157423,38,21,1,F,Married,12,P,205.6650527
702,117922,21,2,1,M,Married,2,D,891.5187959
703,125623,67,49,1,M,Single,3,P,414.2560905
704,166876,21,2,1,M,Married,12,P,207.011744
705,188422,46,27,1,F,Married,0,P,340.607225
706,169334,25,8,1,F,Married,8,P,415.5747896
707,155258,68,48,1,F,Married,11,P,71.4770177
708,163409,25,6,1,F,Married,8,P,279.9889923
709,163934,44,27,1,F,Single,8,P,372.644576
710,162638,41,24,1,F,Single,9,P,398.2594462
711,167408,24,7,1,F,Married,1,P,458.1587158
712,169456,44,27,1,F,Married,8,P,299.2104772
713,191401,54,36,1,F,Married,8,P,299.5314296
714,190961,45,27,1,M,Single,7,P,472.4328688
715,104552,49,28,1,F,Married,3,D,527.5459518
716,187229,64,43,1,F,Single,6,P,299.9230428
717,188570,41,24,1,F,Married,7,P,292.0494433
718,156221,48,29,1,F,Single,5,P,437.82145
719,142932,60,40,1,F,Married,0,D,554.8941047
720,176584,44,23,1,F,Married,0,D,525.0527842
721,183996,53,34,1,F,Married,1,D,503.0542024
722,177439,54,35,1,M,Married,15,P,230.9037288
723,118609,38,21,1,F,Single,10,P,404.2819242
724,108222,45,25,1,F,Married,7,P,295.0005078
725,106047,62,42,1,M,Married,2,D,555.6005312
726,131121,70,53,1,F,Single,14,P,153.1615919
727,101768,18,1,1,M,Single,13,P,463.3050457
728,144597,47,26,1,F,Married,7,P,360.0556483
729,155038,49,31,1,F,Married,14,P,127.9555841
730,134528,70,51,1,F,Married,11,P,32.84523715
731,155174,23,6,1,F,Single,8,D,648.6773297
732,128850,62,41,1,M,Married,5,P,56.4476765
733,171597,66,45,1,M,Married,9,P,49.35555095
734,141659,35,15,1,F,Single,8,P,354.4909509
735,108864,26,9,1,M,Single,8,P,384.8792499
736,102921,22,4,1,F,Single,14,P,268.6718533
737,103807,65,45,1,M,Married,4,P,218.8769746
738,160977,59,41,1,M,Single,10,P,419.1877776
739,135934,61,43,1,M,Single,5,P,89.22649655
740,120212,69,49,1,F,Married,10,P,230.589839
741,147154,58,41,1,M,Single,10,P,458.3461769
742,148155,66,49,1,F,Married,5,P,499.0903996
743,107649,25,8,1,M,Single,14,D,712.2418496
744,190257,51,31,1,F,Married,15,P,314.6486414
745,126775,25,8,1,F,Single,10,P,495.0498383
746,103126,55,38,1,F,Single,7,P,437.5486569
747,192373,41,21,1,M,Married,9,P,350.5732049
748,145469,23,6,1,M,Married,12,P,379.0887054
749,162919,51,33,1,M,Single,9,P,468.1149602
750,181851,67,48,1,F,Single,4,P,136.6655437
751,162069,38,18,1,M,Married,3,D,690.219118
752,118355,44,26,1,F,Married,15,P,234.4652252
753,190643,64,46,1,F,Married,8,P,228.1717927
754,154356,52,33,1,M,Married,2,D,561.5039553
755,142416,67,50,1,F,Single,1,P,130.5786189
756,177475,16,0,1,F,Single,9,D,516.8054766
757,108669,17,0,1,F,Married,4,D,806.8782918
758,192867,62,43,1,M,Married,6,P,284.6270671
759,199634,62,45,1,M,Single,6,P,266.4859016
760,171178,53,35,1,F,Married,5,P,471.5150074
761,188454,31,14,1,F,Single,7,P,343.1756364
762,170617,37,20,1,M,Married,4,P,470.1173279
763,190380,23,4,1,F,Married,12,P,291.9627918
764,109637,51,33,1,M,Single,8,P,437.1309872
765,154536,37,19,1,F,Single,10,P,416.9465298
766,106999,65,45,1,F,Married,4,P,153.1137653
767,199525,23,6,1,F,Married,12,P,138.2124308
768,165243,61,40,1,F,Married,15,P,92.94404984
769,195412,53,34,1,F,Married,12,P,175.2074655
770,188569,26,5,1,M,Married,4,D,738.1112479
771,150790,70,50,1,M,Married,5,P,153.752197
772,106064,38,19,1,F,Married,7,P,310.9397719
773,139097,19,2,1,F,Single,14,P,279.4165022
774,115865,46,29,1,F,Married,8,P,328.9045117
775,132569,70,52,1,F,Single,1,P,385.0208974
776,121376,70,52,1,M,Married,15,P,157.3571743
777,194779,52,33,1,M,Single,2,D,815.6127623
778,173775,37,16,1,M,Married,5,D,665.0776527
779,110036,70,50,1,F,Single,6,P,392.2734468
780,114263,55,35,1,M,Single,8,P,389.3103123
781,163522,49,32,1,F,Married,7,P,319.7251844
782,171670,58,40,1,F,Single,6,P,430.3296192
783,132302,54,36,1,F,Single,8,P,487.8492932
784,124158,23,5,1,F,Married,11,P,236.5676919
785,187351,22,4,1,M,Married,14,P,197.9124841
786,180841,19,0,1,F,Married,13,P,276.5807741
787,195900,68,48,1,M,Married,2,P,39.12363354
788,134977,18,0,1,M,Married,14,P,279.8615512
789,128818,50,29,1,F,Single,8,P,465.7864789
790,193479,65,46,1,M,Married,2,P,434.7234839
791,118961,63,46,1,M,Married,12,P,216.8897072
792,169432,64,44,1,M,Married,6,P,67.08095282
793,148888,39,20,1,M,Single,0,D,862.1750525
794,192887,25,6,1,F,Single,6,D,647.6694226
795,141991,37,18,1,M,Married,6,P,400.3321226
796,138771,33,15,1,F,Single,4,D,694.5450764
797,194536,55,38,1,F,Married,11,P,111.8798755
798,174940,22,3,1,F,Single,11,P,240.0029509
799,136647,58,38,1,F,Married,2,P,386.1270382
800,191041,67,50,1,M,Married,7,P,93.51562689
801,132110,30,9,1,F,Single,1,D,601.3926631
802,105086,39,20,1,F,Single,6,P,365.7417475
803,129371,37,18,1,F,Married,10,P,298.7168796
804,187892,67,50,1,F,Married,9,P,227.2721222
805,194535,41,23,1,M,Single,6,P,447.7009575
806,115124,40,19,1,F,Single,7,P,471.3562274
807,128196,16,0,1,M,Single,15,D,789.2221205
808,126686,22,5,1,M,Single,11,P,437.3787493
809,147704,63,42,1,M,Married,0,D,581.0593991
810,131627,24,5,1,F,Single,14,P,481.1598112
811,194131,70,52,1,F,Married,8,P,269.810358
812,148533,68,51,1,M,Married,15,P,59.01522562
813,180505,56,39,1,M,Married,7,P,353.2470892
814,138868,61,43,1,M,Married,8,P,348.6501515
815,195135,60,39,1,M,Single,12,P,187.5124909
816,103717,64,47,1,M,Single,13,P,212.3076172
817,150800,28,11,1,M,Single,12,P,297.3944661
818,191480,50,32,1,M,Single,7,P,463.4877059
819,179314,43,22,1,M,Married,8,P,356.3656226
820,172647,62,45,1,F,Married,10,P,30.93276225
821,167595,57,39,1,M,Married,4,D,693.878229
822,186723,57,38,1,F,Married,15,P,142.7516263
823,104070,40,20,1,M,Married,3,D,502.6195503
824,188873,49,32,1,M,Married,10,P,337.6150066
825,143537,61,42,1,F,Married,14,P,88.79955695
826,154595,64,43,1,M,Single,3,P,455.0087752
827,196040,41,22,1,F,Married,8,P,346.4537728
828,172397,62,42,1,M,Married,5,P,445.5511262
829,125626,37,17,1,F,Married,3,D,518.1264247
830,171112,63,45,1,M,Married,5,P,367.0996594
831,139511,31,13,1,M,Married,6,P,320.5519106
832,126611,41,20,1,M,Single,12,P,487.0448096
833,125227,20,2,1,M,Married,10,P,473.0586347
834,126025,39,20,1,M,Married,15,P,242.4366585
835,126266,22,4,1,F,Single,4,D,569.1210983
836,118850,23,6,1,F,Single,3,D,641.6075399
837,122822,65,46,1,M,Married,9,P,41.68772747
838,103598,60,39,1,F,Married,12,P,148.1725629
839,153135,57,40,1,M,Married,3,P,408.8901347
840,129904,38,18,1,F,Married,4,D,576.2550331
841,115899,69,51,1,M,Single,12,P,161.4972836
842,104135,68,48,1,F,Married,9,P,122.8164329
843,178290,66,49,1,M,Single,8,P,146.5715444
844,158539,18,0,1,F,Single,13,D,518.0761387
845,119194,36,18,1,F,Single,11,P,241.2948785
846,162109,24,6,1,M,Married,13,P,496.7009686
847,168515,28,10,1,F,Married,8,P,320.0403218
848,182642,26,7,1,M,Single,9,D,563.268251
849,159604,69,51,1,F,Married,7,P,125.8350503
850,172921,29,10,1,F,Married,11,P,107.4184383
851,167737,40,19,1,M,Married,15,P,207.3153847
852,168735,33,12,1,M,Single,4,D,919.4340912
853,144054,22,4,1,F,Married,12,P,190.6377645
854,188684,44,27,1,F,Single,7,P,379.1966162
855,162680,32,12,1,M,Single,10,D,502.0650609
856,160694,19,2,1,F,Single,14,P,271.8929537
857,182683,33,12,1,F,Married,8,P,287.4214409
858,123788,69,52,1,F,Single,14,P,234.7357156
859,118035,28,7,1,F,Married,6,P,356.4938337
860,109043,25,8,1,M,Single,15,P,440.5874752
861,171682,26,6,1,F,Single,1,P,481.2460799
862,198754,61,43,1,M,Married,1,P,178.9945855
863,121786,28,7,1,M,Single,6,P,411.2520222
864,109803,57,36,1,F,Married,1,P,444.5948574
865,113169,36,15,1,F,Married,13,P,249.9467293
866,129655,69,50,1,M,Single,15,P,161.9476996
867,129748,22,5,1,F,Single,14,D,680.9239433
868,145566,50,32,1,F,Married,12,P,308.5023481
869,122069,18,0,1,F,Married,12,P,429.1487774
870,131359,22,5,1,M,Single,6,D,800.9309908
871,186769,65,46,1,M,Single,8,P,377.6421689
872,113032,20,3,1,M,Single,15,D,606.0372524
873,194825,70,51,1,F,Single,8,P,343.2685172
874,154404,63,42,1,F,Single,9,P,365.7762262
875,173862,49,29,1,M,Single,6,D,531.0568631
876,186245,17,0,1,M,Married,14,P,256.3104419
877,198629,23,5,1,M,Married,8,D,651.9069317
878,181463,57,40,1,F,Single,15,P,402.0108039
879,168122,37,19,1,F,Single,3,D,589.0525916
880,102648,25,7,1,M,Married,13,P,364.522933
881,133783,26,6,1,M,Single,6,P,491.4299422
882,158802,44,24,1,F,Married,14,P,188.8398295
883,140768,27,10,1,M,Single,6,P,430.1199309
884,172954,26,5,1,F,Married,10,P,349.4050007
885,103861,35,17,1,M,Single,8,P,499.0115671
886,156007,46,28,1,M,Married,4,D,630.5057856
887,176790,65,44,1,M,Married,2,P,479.8133205
888,190221,23,6,1,F,Single,14,D,536.4084716
889,154226,26,8,1,F,Single,14,P,306.6197955
890,187674,47,27,1,M,Single,6,P,434.40134
891,170979,69,48,1,F,Married,6,P,119.6500676
892,147124,61,41,1,M,Married,4,D,526.2793522
893,160027,53,36,1,F,Married,11,P,297.5190349
894,120525,69,48,1,F,Single,14,P,30.84570505
895,125091,22,3,1,F,Single,12,P,191.7527247
896,190579,66,48,1,M,Married,12,P,62.86831105
897,145597,31,11,1,M,Married,5,D,664.0535613
898,141782,68,49,1,F,Single,6,P,75.69629415
899,136917,16,0,1,F,Married,13,P,223.813659
900,116477,44,24,1,F,Married,10,P,326.6636811
901,132995,51,33,1,F,Single,8,P,462.2505406
902,152775,21,4,1,M,Single,13,P,460.4609532
903,125754,25,6,1,M,Single,15,D,570.7708186
904,110397,70,49,1,F,Married,8,P,148.5966606
905,145466,68,47,1,M,Single,4,P,230.9517193
906,183541,25,6,1,M,Married,3,D,546.4265523
907,111575,23,6,1,M,Married,14,P,293.4321973
908,165488,62,43,1,F,Married,2,D,599.9778705
909,170272,24,6,1,F,Married,12,P,493.9555063
910,172312,62,44,1,F,Married,5,D,544.9158279
911,182862,33,16,1,M,Single,14,P,397.8918445
912,137693,31,12,1,M,Single,4,D,727.8923199
913,147414,52,31,1,F,Married,5,D,511.9886291
914,148145,69,50,1,F,Married,1,P,383.0844977
915,171418,43,22,1,M,Married,6,P,361.1706404
916,171097,52,31,1,M,Single,8,P,404.8567609
917,189808,62,44,1,M,Single,15,P,169.0810077
918,189714,28,10,1,M,Single,5,D,564.3810046
919,160960,46,25,1,M,Married,2,P,390.0515833
920,116370,27,10,1,M,Single,0,D,722.4834937
921,195594,43,26,1,M,Married,2,D,592.2871812
922,120787,68,49,1,F,Single,8,P,313.0465443
923,177349,70,49,1,F,Single,5,P,194.4767543
924,164077,27,6,1,M,Single,11,D,546.8137954
925,139695,62,41,1,M,Single,7,P,91.22254626
926,130529,17,0,1,F,Single,13,P,350.7660344
927,185847,67,47,1,M,Single,0,D,738.0077268
928,114658,44,27,1,F,Single,6,P,452.5516079
929,180190,51,31,1,M,Married,6,P,312.0653155
930,189575,48,30,1,M,Single,9,P,461.7150312
931,116416,58,38,1,M,Single,15,P,214.1358992
932,102337,41,20,1,M,Single,5,P,496.6251555
933,134796,61,41,1,M,Single,15,P,236.6978813
934,113159,22,5,1,F,Single,12,D,668.9781664
935,128550,67,50,1,M,Single,6,P,102.0728666
936,194468,31,12,1,M,Married,11,P,324.8298627
937,191415,42,24,1,M,Married,6,P,409.9283918
938,153534,16,0,1,F,Single,15,P,272.0139319
939,132958,61,44,1,M,Single,9,P,414.6447652
940,178003,43,25,1,F,Married,8,P,333.9538906
941,172391,30,11,1,M,Single,7,D,513.8387199
942,140156,42,22,1,F,Single,7,P,403.70609
943,129185,42,25,1,F,Married,2,P,471.8190516
944,153328,34,17,1,F,Married,10,P,313.033365
945,188689,40,19,1,F,Married,8,P,358.5975643
946,127032,64,47,1,F,Married,5,P,270.2730694
947,175816,32,15,1,M,Single,0,D,511.4659889
948,198747,41,24,1,M,Single,6,D,514.2098312
949,174661,38,19,1,F,Married,11,P,303.1201775
950,128822,21,3,1,M,Married,13,P,250.099125
951,138623,21,3,1,M,Married,15,P,454.6213775
952,100710,65,46,1,F,Single,4,P,345.7533158
953,128360,64,44,1,F,Married,9,P,221.2919568
954,177850,19,0,1,F,Married,15,P,228.2167881
955,116999,54,34,1,M,Married,10,P,361.4416937
956,132143,58,39,1,M,Married,10,P,344.8105362
957,126188,17,0,1,F,Married,14,P,381.7838871
958,163501,19,1,1,F,Married,9,P,390.682358
959,196657,66,45,1,M,Single,1,P,101.6847135
960,131890,70,51,1,M,Married,8,P,300.1399029
961,196710,60,39,1,F,Single,6,P,44.73706716
962,116097,63,46,1,M,Married,6,P,136.7283326
963,183570,22,4,1,F,Married,15,P,107.8775639
964,149545,29,9,1,M,Single,0,D,665.9491438
965,199698,64,43,1,F,Married,10,P,52.51168524
966,196524,56,38,1,F,Married,15,P,300.2605517
967,145440,39,22,1,M,Married,14,P,153.61885
968,183366,52,33,1,F,Married,11,P,181.8773342
969,150533,67,48,1,F,Single,2,P,280.9848214
970,143559,57,40,1,M,Married,3,D,625.2493695
971,164071,58,37,1,M,Married,14,P,187.4003044
972,157802,64,43,1,F,Married,0,P,375.1662201
973,181116,22,5,1,M,Married,10,D,693.4669374
974,101613,21,2,1,F,Married,6,P,343.4349944
975,142244,53,36,1,F,Single,10,P,374.7773463
976,175844,24,6,1,F,Married,7,P,369.0963317
977,160518,26,6,1,F,Married,9,P,382.1026866
978,146817,47,30,1,F,Single,7,P,453.0462645
979,186803,19,0,1,M,Single,14,D,835.5043575
980,111215,63,46,1,M,Married,7,P,243.7608577
981,137648,50,29,1,F,Married,4,D,587.8910956
982,196800,16,0,1,M,Married,15,P,169.8362524
983,180015,49,31,1,M,Single,12,P,165.6043454
984,187305,57,36,1,M,Married,10,P,375.2039276
985,187736,70,53,1,M,Single,11,P,99.29601274
986,121413,30,13,1,M,Married,1,P,416.8568223
987,117158,66,46,1,M,Single,13,P,169.0761351
988,120834,30,9,1,M,Married,6,P,387.4435732
989,140706,66,49,1,M,Married,9,P,152.1838825
990,196877,56,36,1,F,Married,0,P,369.2066993
991,158910,68,47,1,F,Single,15,P,101.120868
992,113860,67,47,1,M,Single,10,P,98.11645572
993,189856,36,17,1,M,Single,8,P,480.0813937
994,195144,70,51,1,M,Single,6,D,523.5559353
995,193950,68,51,1,M,Married,14,P,283.7470142
996,142228,16,0,1,F,Married,14,P,236.5629119
997,172662,19,0,1,F,Single,11,D,703.098246
998,149102,19,0,1,F,Single,15,D,514.3464743
999,114383,20,3,1,M,Married,7,P,459.9911635
1000,119492,16,0,1,F,Married,12,P,258.3328842
1001,121846,68,51,1,F,Married,13,P,70.30320012
1002,193059,16,0,1,M,Married,14,P,194.9484606
1003,139789,23,4,1,F,Single,11,D,561.8599305
1004,127866,33,15,1,M,Married,8,P,346.9535288
1005,158610,69,49,1,F,Married,2,P,150.6347241
1006,171964,52,31,1,M,Married,10,P,353.6364025
1007,117770,20,2,1,F,Married,12,P,178.225309
1008,113082,27,6,1,M,Single,9,P,466.0522963
1009,101257,70,49,1,M,Married,1,P,365.7364661
1010,141628,22,4,1,F,Married,8,P,318.7108563
1011,144657,16,0,1,M,Married,10,P,457.1441353
1012,133556,23,5,1,F,Single,1,D,1069.470213
1013,133148,69,51,1,F,Single,8,P,220.8134293
